CTY_CODE,CTY_NAME,GEN_VAL_MO,AIR_VAL_MO,AIR_WGT_MO,VES_VAL_MO,VES_WGT_MO,CNT_VAL_MO,CNT_WGT_MO,MONTH,SUMMARY_LVL,COMM_LVL,I_COMMODITY,YEAR
-,TOTAL FOR ALL COUNTRIES,3632112,3294912,358375,0,0,0,0,01,DET,HS6,030111,2019
-,TOTAL FOR ALL COUNTRIES,2915767,2915767,308289,0,0,0,0,02,DET,HS6,030111,2019
-,TOTAL FOR ALL COUNTRIES,3948276,3948276,413970,0,0,0,0,03,DET,HS6,030111,2019
-,TOTAL FOR ALL COUNTRIES,3205893,3202718,361890,0,0,0,0,04,DET,HS6,030111,2019
-,TOTAL FOR ALL COUNTRIES,3191762,3185462,338101,0,0,0,0,05,DET,HS6,030111,2019
-,TOTAL FOR ALL COUNTRIES,2892760,2892760,319219,0,0,0,0,06,DET,HS6,030111,2019
-,TOTAL FOR ALL COUNTRIES,2639205,2639205,294737,0,0,0,0,07,DET,HS6,030111,2019
-,TOTAL FOR ALL COUNTRIES,2922356,2922356,329053,0,0,0,0,08,DET,HS6,030111,2019
-,TOTAL FOR ALL COUNTRIES,2672163,2672163,304582,0,0,0,0,09,DET,HS6,030111,2019
-,TOTAL FOR ALL COUNTRIES,2843502,2835797,324628,0,0,0,0,10,DET,HS6,030111,2019
-,TOTAL FOR ALL COUNTRIES,3580026,3575151,315591,0,0,0,0,11,DET,HS6,030111,2019
-,TOTAL FOR ALL COUNTRIES,2904939,2900334,299560,0,0,0,0,12,DET,HS6,030111,2019
-,TOTAL FOR ALL COUNTRIES,540823,540823,65698,0,0,0,0,01,DET,HS6,030119,2019
-,TOTAL FOR ALL COUNTRIES,502927,502927,63177,0,0,0,0,02,DET,HS6,030119,2019
-,TOTAL FOR ALL COUNTRIES,577057,577057,75763,0,0,0,0,03,DET,HS6,030119,2019
-,TOTAL FOR ALL COUNTRIES,502775,502775,66824,0,0,0,0,04,DET,HS6,030119,2019
-,TOTAL FOR ALL COUNTRIES,521227,521227,62450,0,0,0,0,05,DET,HS6,030119,2019
-,TOTAL FOR ALL COUNTRIES,440246,440246,54048,0,0,0,0,06,DET,HS6,030119,2019
-,TOTAL FOR ALL COUNTRIES,563611,563611,62740,0,0,0,0,07,DET,HS6,030119,2019
-,TOTAL FOR ALL COUNTRIES,393993,393993,59483,0,0,0,0,08,DET,HS6,030119,2019
-,TOTAL FOR ALL COUNTRIES,472781,472781,59308,0,0,0,0,09,DET,HS6,030119,2019
-,TOTAL FOR ALL COUNTRIES,527426,527426,73570,0,0,0,0,10,DET,HS6,030119,2019
-,TOTAL FOR ALL COUNTRIES,421508,421508,55233,0,0,0,0,11,DET,HS6,030119,2019
-,TOTAL FOR ALL COUNTRIES,515635,515635,62165,0,0,0,0,12,DET,HS6,030119,2019
-,TOTAL FOR ALL COUNTRIES,94722,94722,5616,0,0,0,0,01,DET,HS6,030191,2019
-,TOTAL FOR ALL COUNTRIES,110708,110708,8309,0,0,0,0,02,DET,HS6,030191,2019
-,TOTAL FOR ALL COUNTRIES,103235,103235,8695,0,0,0,0,03,DET,HS6,030191,2019
-,TOTAL FOR ALL COUNTRIES,83456,83456,6526,0,0,0,0,04,DET,HS6,030191,2019
-,TOTAL FOR ALL COUNTRIES,88159,88159,6423,0,0,0,0,06,DET,HS6,030191,2019
-,TOTAL FOR ALL COUNTRIES,104651,104651,7004,0,0,0,0,05,DET,HS6,030191,2019
-,TOTAL FOR ALL COUNTRIES,109511,109511,7546,0,0,0,0,07,DET,HS6,030191,2019
-,TOTAL FOR ALL COUNTRIES,95018,87518,5442,0,0,0,0,08,DET,HS6,030191,2019
-,TOTAL FOR ALL COUNTRIES,74793,74793,5438,0,0,0,0,09,DET,HS6,030191,2019
-,TOTAL FOR ALL COUNTRIES,96124,96124,6246,0,0,0,0,10,DET,HS6,030191,2019
-,TOTAL FOR ALL COUNTRIES,74696,74696,6784,0,0,0,0,11,DET,HS6,030191,2019
-,TOTAL FOR ALL COUNTRIES,106671,106671,8598,0,0,0,0,12,DET,HS6,030191,2019
-,TOTAL FOR ALL COUNTRIES,290980,30807,5083,260173,124190,260173,124190,01,DET,HS6,030366,2019
-,TOTAL FOR ALL COUNTRIES,417050,37246,6521,345866,182060,345866,182060,02,DET,HS6,030366,2019
-,TOTAL FOR ALL COUNTRIES,736002,42764,10767,554894,284170,554894,284170,03,DET,HS6,030366,2019
-,TOTAL FOR ALL COUNTRIES,755325,23250,4569,652155,285590,652155,285590,04,DET,HS6,030366,2019
-,TOTAL FOR ALL COUNTRIES,336730,21973,3822,305117,129344,305117,129344,05,DET,HS6,030366,2019
-,TOTAL FOR ALL COUNTRIES,194706,19498,3203,123897,74070,123897,74070,06,DET,HS6,030366,2019
-,TOTAL FOR ALL COUNTRIES,265146,8280,1310,226481,124471,226481,124471,07,DET,HS6,030366,2019
-,TOTAL FOR ALL COUNTRIES,281564,7377,1288,274187,143073,274187,143073,08,DET,HS6,030366,2019
-,TOTAL FOR ALL COUNTRIES,182760,18068,4232,164692,99400,164692,99400,09,DET,HS6,030366,2019
-,TOTAL FOR ALL COUNTRIES,293999,17457,2946,225598,129741,225598,129741,10,DET,HS6,030366,2019
-,TOTAL FOR ALL COUNTRIES,287796,18036,2899,269760,140514,269760,140514,11,DET,HS6,030366,2019
-,TOTAL FOR ALL COUNTRIES,163643,30332,5353,133311,73406,133311,73406,12,DET,HS6,030366,2019
-,TOTAL FOR ALL COUNTRIES,73019,58019,8222,0,0,0,0,01,DET,HS6,030192,2019
-,TOTAL FOR ALL COUNTRIES,71045,71045,7097,0,0,0,0,02,DET,HS6,030192,2019
-,TOTAL FOR ALL COUNTRIES,115498,115498,12333,0,0,0,0,03,DET,HS6,030192,2019
-,TOTAL FOR ALL COUNTRIES,89196,89196,8852,0,0,0,0,04,DET,HS6,030192,2019
-,TOTAL FOR ALL COUNTRIES,84694,77194,9040,0,0,0,0,05,DET,HS6,030192,2019
-,TOTAL FOR ALL COUNTRIES,90910,68540,8039,5300,1695,5300,1695,06,DET,HS6,030192,2019
-,TOTAL FOR ALL COUNTRIES,96249,84836,10840,0,0,0,0,07,DET,HS6,030192,2019
-,TOTAL FOR ALL COUNTRIES,115577,69470,8150,0,0,0,0,08,DET,HS6,030192,2019
-,TOTAL FOR ALL COUNTRIES,156935,90622,10142,0,0,0,0,09,DET,HS6,030192,2019
-,TOTAL FOR ALL COUNTRIES,180244,77545,8519,0,0,0,0,10,DET,HS6,030192,2019
-,TOTAL FOR ALL COUNTRIES,132689,90525,9512,0,0,0,0,11,DET,HS6,030192,2019
-,TOTAL FOR ALL COUNTRIES,197575,114108,11834,0,0,0,0,12,DET,HS6,030192,2019
-,TOTAL FOR ALL COUNTRIES,4684,0,0,0,0,0,0,01,DET,HS6,030193,2019
-,TOTAL FOR ALL COUNTRIES,2560,0,0,0,0,0,0,02,DET,HS6,030193,2019
-,TOTAL FOR ALL COUNTRIES,2359,0,0,0,0,0,0,03,DET,HS6,030193,2019
-,TOTAL FOR ALL COUNTRIES,0,0,0,0,0,0,0,04,DET,HS6,030193,2019
-,TOTAL FOR ALL COUNTRIES,4526,0,0,0,0,0,0,05,DET,HS6,030193,2019
-,TOTAL FOR ALL COUNTRIES,12433,0,0,0,0,0,0,07,DET,HS6,030193,2019
-,TOTAL FOR ALL COUNTRIES,11445,0,0,0,0,0,0,06,DET,HS6,030193,2019
-,TOTAL FOR ALL COUNTRIES,0,0,0,0,0,0,0,08,DET,HS6,030193,2019
-,TOTAL FOR ALL COUNTRIES,2147,0,0,0,0,0,0,09,DET,HS6,030193,2019
-,TOTAL FOR ALL COUNTRIES,13451,0,0,0,0,0,0,10,DET,HS6,030193,2019
-,TOTAL FOR ALL COUNTRIES,16209,0,0,0,0,0,0,11,DET,HS6,030193,2019
-,TOTAL FOR ALL COUNTRIES,7825,0,0,0,0,0,0,12,DET,HS6,030193,2019
-,TOTAL FOR ALL COUNTRIES,2429,0,0,2429,113,2429,113,10,DET,HS6,030194,2019
-,TOTAL FOR ALL COUNTRIES,0,0,0,0,0,0,0,11,DET,HS6,030194,2019
-,TOTAL FOR ALL COUNTRIES,0,0,0,0,0,0,0,12,DET,HS6,030194,2019
-,TOTAL FOR ALL COUNTRIES,1159062,1003118,188818,155944,74000,155944,74000,01,DET,HS6,030199,2019
-,TOTAL FOR ALL COUNTRIES,3485387,3459325,524528,6162,1333,6162,1333,01,DET,HS6,030211,2019
-,TOTAL FOR ALL COUNTRIES,2961521,2886901,422216,64014,10280,64014,10280,02,DET,HS6,030211,2019
-,TOTAL FOR ALL COUNTRIES,4140648,4111625,575535,11550,1512,11550,1512,03,DET,HS6,030211,2019
-,TOTAL FOR ALL COUNTRIES,3502015,3482103,474040,0,0,0,0,04,DET,HS6,030211,2019
-,TOTAL FOR ALL COUNTRIES,3699986,3675127,570892,2274,484,2274,484,05,DET,HS6,030211,2019
-,TOTAL FOR ALL COUNTRIES,2767735,2739332,463051,0,0,0,0,06,DET,HS6,030211,2019
-,TOTAL FOR ALL COUNTRIES,2557656,2496836,409447,0,0,0,0,07,DET,HS6,030211,2019
-,TOTAL FOR ALL COUNTRIES,3292819,3204850,566785,0,0,0,0,08,DET,HS6,030211,2019
-,TOTAL FOR ALL COUNTRIES,4167339,4139035,809355,0,0,0,0,09,DET,HS6,030211,2019
-,TOTAL FOR ALL COUNTRIES,5009612,4958696,875824,0,0,0,0,10,DET,HS6,030211,2019
-,TOTAL FOR ALL COUNTRIES,4289873,4199379,714629,0,0,0,0,11,DET,HS6,030211,2019
-,TOTAL FOR ALL COUNTRIES,4894324,4844214,787332,0,0,0,0,12,DET,HS6,030211,2019
-,TOTAL FOR ALL COUNTRIES,955767,885886,149691,69881,37000,69881,37000,02,DET,HS6,030199,2019
-,TOTAL FOR ALL COUNTRIES,1039986,832059,159965,207927,111000,207927,111000,03,DET,HS6,030199,2019
-,TOTAL FOR ALL COUNTRIES,1078262,918326,179227,155766,92500,155766,92500,04,DET,HS6,030199,2019
-,TOTAL FOR ALL COUNTRIES,1178934,928268,161198,162069,92500,162069,92500,05,DET,HS6,030199,2019
-,TOTAL FOR ALL COUNTRIES,989579,796964,180246,161630,92500,161630,92500,06,DET,HS6,030199,2019
-,TOTAL FOR ALL COUNTRIES,1142045,899110,174511,196081,111000,196081,111000,07,DET,HS6,030199,2019
-,TOTAL FOR ALL COUNTRIES,1010922,797341,176192,167856,92500,167856,92500,08,DET,HS6,030199,2019
-,TOTAL FOR ALL COUNTRIES,1103188,856391,177263,203672,111000,203672,111000,09,DET,HS6,030199,2019
-,TOTAL FOR ALL COUNTRIES,1096283,825711,161879,268472,148000,268472,148000,10,DET,HS6,030199,2019
-,TOTAL FOR ALL COUNTRIES,1067409,844474,158351,200691,111000,200691,111000,11,DET,HS6,030199,2019
-,TOTAL FOR ALL COUNTRIES,1435626,1246981,224401,188645,111000,188645,111000,12,DET,HS6,030199,2019
-,TOTAL FOR ALL COUNTRIES,3535648,2156463,202875,0,0,0,0,01,DET,HS6,030213,2019
-,TOTAL FOR ALL COUNTRIES,3126582,2040656,190239,0,0,0,0,02,DET,HS6,030213,2019
-,TOTAL FOR ALL COUNTRIES,4139555,2380503,223175,0,0,0,0,03,DET,HS6,030213,2019
-,TOTAL FOR ALL COUNTRIES,3510300,2106098,198246,0,0,0,0,04,DET,HS6,030213,2019
-,TOTAL FOR ALL COUNTRIES,3803393,2400554,237006,0,0,0,0,05,DET,HS6,030213,2019
-,TOTAL FOR ALL COUNTRIES,3424655,1982674,191435,19500,3402,0,0,06,DET,HS6,030213,2019
-,TOTAL FOR ALL COUNTRIES,4635148,1991647,201345,212759,35303,0,0,07,DET,HS6,030213,2019
-,TOTAL FOR ALL COUNTRIES,6699212,2296606,225890,86661,13725,0,0,08,DET,HS6,030213,2019
-,TOTAL FOR ALL COUNTRIES,4592068,2031298,201029,94084,15923,0,0,09,DET,HS6,030213,2019
-,TOTAL FOR ALL COUNTRIES,3823661,2359774,235886,0,0,0,0,10,DET,HS6,030213,2019
-,TOTAL FOR ALL COUNTRIES,3755352,2386386,242686,0,0,0,0,11,DET,HS6,030213,2019
-,TOTAL FOR ALL COUNTRIES,4404636,2697648,268628,0,0,0,0,12,DET,HS6,030213,2019
-,TOTAL FOR ALL COUNTRIES,81273890,43916485,5971365,97820,8949,97820,8949,01,DET,HS6,030214,2019
-,TOTAL FOR ALL COUNTRIES,69810320,35742094,5393859,0,0,0,0,02,DET,HS6,030214,2019
-,TOTAL FOR ALL COUNTRIES,99630302,51770999,6769166,0,0,0,0,03,DET,HS6,030214,2019
-,TOTAL FOR ALL COUNTRIES,92070009,45440852,5860612,0,0,0,0,04,DET,HS6,030214,2019
-,TOTAL FOR ALL COUNTRIES,100177828,49975219,6544887,0,0,0,0,05,DET,HS6,030214,2019
-,TOTAL FOR ALL COUNTRIES,90855506,44223174,6175926,0,0,0,0,06,DET,HS6,030214,2019
-,TOTAL FOR ALL COUNTRIES,87766932,41670685,5769257,0,0,0,0,07,DET,HS6,030214,2019
-,TOTAL FOR ALL COUNTRIES,85851046,46160018,6629707,0,0,0,0,08,DET,HS6,030214,2019
-,TOTAL FOR ALL COUNTRIES,86734478,41710794,6530449,0,0,0,0,09,DET,HS6,030214,2019
-,TOTAL FOR ALL COUNTRIES,86389945,35591893,5880641,0,0,0,0,10,DET,HS6,030214,2019
-,TOTAL FOR ALL COUNTRIES,81931134,35728123,5674761,0,0,0,0,11,DET,HS6,030214,2019
-,TOTAL FOR ALL COUNTRIES,93592813,46200426,6425624,0,0,0,0,12,DET,HS6,030214,2019
-,TOTAL FOR ALL COUNTRIES,445123,442713,55683,0,0,0,0,01,DET,HS6,030219,2019
-,TOTAL FOR ALL COUNTRIES,403678,401541,41905,0,0,0,0,02,DET,HS6,030219,2019
-,TOTAL FOR ALL COUNTRIES,344501,338185,38463,0,0,0,0,03,DET,HS6,030219,2019
-,TOTAL FOR ALL COUNTRIES,378105,373906,42842,0,0,0,0,04,DET,HS6,030219,2019
-,TOTAL FOR ALL COUNTRIES,359047,359047,41197,0,0,0,0,05,DET,HS6,030219,2019
-,TOTAL FOR ALL COUNTRIES,343495,341392,40237,0,0,0,0,06,DET,HS6,030219,2019
-,TOTAL FOR ALL COUNTRIES,271532,267206,31246,0,0,0,0,07,DET,HS6,030219,2019
-,TOTAL FOR ALL COUNTRIES,294637,291217,35342,0,0,0,0,08,DET,HS6,030219,2019
-,TOTAL FOR ALL COUNTRIES,338434,338434,39007,0,0,0,0,09,DET,HS6,030219,2019
-,TOTAL FOR ALL COUNTRIES,425667,423216,48397,0,0,0,0,10,DET,HS6,030219,2019
-,TOTAL FOR ALL COUNTRIES,337435,337435,37880,0,0,0,0,11,DET,HS6,030219,2019
-,TOTAL FOR ALL COUNTRIES,372624,372624,40074,0,0,0,0,12,DET,HS6,030219,2019
-,TOTAL FOR ALL COUNTRIES,5620102,1078999,88760,0,0,0,0,01,DET,HS6,030221,2019
-,TOTAL FOR ALL COUNTRIES,4495470,728625,63985,0,0,0,0,02,DET,HS6,030221,2019
-,TOTAL FOR ALL COUNTRIES,8479319,488247,43642,0,0,0,0,03,DET,HS6,030221,2019
-,TOTAL FOR ALL COUNTRIES,8674436,341624,28475,0,0,0,0,04,DET,HS6,030221,2019
-,TOTAL FOR ALL COUNTRIES,9233030,264096,21437,0,0,0,0,05,DET,HS6,030221,2019
-,TOTAL FOR ALL COUNTRIES,13283451,130603,9752,628805,49789,0,0,06,DET,HS6,030221,2019
-,TOTAL FOR ALL COUNTRIES,14035311,183908,13855,554165,45648,0,0,07,DET,HS6,030221,2019
-,TOTAL FOR ALL COUNTRIES,12484490,283298,22710,473151,38404,0,0,08,DET,HS6,030221,2019
-,TOTAL FOR ALL COUNTRIES,10727509,329157,29875,95879,8192,0,0,09,DET,HS6,030221,2019
-,TOTAL FOR ALL COUNTRIES,10571342,993640,83383,0,0,0,0,10,DET,HS6,030221,2019
-,TOTAL FOR ALL COUNTRIES,6485125,2147660,190732,0,0,0,0,11,DET,HS6,030221,2019
-,TOTAL FOR ALL COUNTRIES,6133336,4575903,349515,0,0,0,0,12,DET,HS6,030221,2019
-,TOTAL FOR ALL COUNTRIES,4620,4620,344,0,0,0,0,02,DET,HS6,030222,2019
-,TOTAL FOR ALL COUNTRIES,12930,12930,902,0,0,0,0,03,DET,HS6,030222,2019
-,TOTAL FOR ALL COUNTRIES,0,0,0,0,0,0,0,04,DET,HS6,030222,2019
-,TOTAL FOR ALL COUNTRIES,0,0,0,0,0,0,0,05,DET,HS6,030222,2019
-,TOTAL FOR ALL COUNTRIES,0,0,0,0,0,0,0,06,DET,HS6,030222,2019
-,TOTAL FOR ALL COUNTRIES,0,0,0,0,0,0,0,07,DET,HS6,030222,2019
-,TOTAL FOR ALL COUNTRIES,0,0,0,0,0,0,0,08,DET,HS6,030222,2019
-,TOTAL FOR ALL COUNTRIES,0,0,0,0,0,0,0,09,DET,HS6,030222,2019
-,TOTAL FOR ALL COUNTRIES,0,0,0,0,0,0,0,10,DET,HS6,030222,2019
-,TOTAL FOR ALL COUNTRIES,0,0,0,0,0,0,0,11,DET,HS6,030222,2019
-,TOTAL FOR ALL COUNTRIES,0,0,0,0,0,0,0,12,DET,HS6,030222,2019
-,TOTAL FOR ALL COUNTRIES,551071,339965,17107,211106,77796,211106,77796,01,DET,HS6,030223,2019
-,TOTAL FOR ALL COUNTRIES,350810,338390,19262,0,0,0,0,02,DET,HS6,030223,2019
-,TOTAL FOR ALL COUNTRIES,415588,372375,20416,16620,6537,16620,6537,03,DET,HS6,030223,2019
-,TOTAL FOR ALL COUNTRIES,409911,363361,19469,27324,10747,27324,10747,04,DET,HS6,030223,2019
-,TOTAL FOR ALL COUNTRIES,433032,433032,22236,0,0,0,0,05,DET,HS6,030223,2019
-,TOTAL FOR ALL COUNTRIES,294832,294832,13921,0,0,0,0,06,DET,HS6,030223,2019
-,TOTAL FOR ALL COUNTRIES,290087,290087,13157,0,0,0,0,07,DET,HS6,030223,2019
-,TOTAL FOR ALL COUNTRIES,273981,273981,13673,0,0,0,0,08,DET,HS6,030223,2019
-,TOTAL FOR ALL COUNTRIES,286219,286219,14986,0,0,0,0,09,DET,HS6,030223,2019
-,TOTAL FOR ALL COUNTRIES,366738,362058,19071,0,0,0,0,10,DET,HS6,030223,2019
-,TOTAL FOR ALL COUNTRIES,356984,356984,20115,0,0,0,0,11,DET,HS6,030223,2019
-,TOTAL FOR ALL COUNTRIES,470666,430810,23396,0,0,0,0,12,DET,HS6,030223,2019
-,TOTAL FOR ALL COUNTRIES,75375,75375,8560,0,0,0,0,01,DET,HS6,030224,2019
-,TOTAL FOR ALL COUNTRIES,103906,97763,10328,0,0,0,0,02,DET,HS6,030224,2019
-,TOTAL FOR ALL COUNTRIES,128449,128449,12897,0,0,0,0,03,DET,HS6,030224,2019
-,TOTAL FOR ALL COUNTRIES,81574,81574,8576,0,0,0,0,04,DET,HS6,030224,2019
-,TOTAL FOR ALL COUNTRIES,72187,72187,6877,0,0,0,0,06,DET,HS6,030224,2019
-,TOTAL FOR ALL COUNTRIES,93779,93779,8561,0,0,0,0,05,DET,HS6,030224,2019
-,TOTAL FOR ALL COUNTRIES,66026,66026,6651,0,0,0,0,07,DET,HS6,030224,2019
-,TOTAL FOR ALL COUNTRIES,77992,77992,7134,0,0,0,0,08,DET,HS6,030224,2019
-,TOTAL FOR ALL COUNTRIES,90265,90265,8932,0,0,0,0,09,DET,HS6,030224,2019
-,TOTAL FOR ALL COUNTRIES,84941,84941,7844,0,0,0,0,10,DET,HS6,030224,2019
-,TOTAL FOR ALL COUNTRIES,70793,70793,7243,0,0,0,0,11,DET,HS6,030224,2019
-,TOTAL FOR ALL COUNTRIES,171965,171965,15384,0,0,0,0,12,DET,HS6,030224,2019
-,TOTAL FOR ALL COUNTRIES,499529,381793,34067,0,0,0,0,01,DET,HS6,030229,2019
-,TOTAL FOR ALL COUNTRIES,544805,288729,25386,0,0,0,0,02,DET,HS6,030229,2019
-,TOTAL FOR ALL COUNTRIES,507267,286101,25374,0,0,0,0,03,DET,HS6,030229,2019
-,TOTAL FOR ALL COUNTRIES,369178,260494,21470,0,0,0,0,04,DET,HS6,030229,2019
-,TOTAL FOR ALL COUNTRIES,374787,315434,30250,0,0,0,0,05,DET,HS6,030229,2019
-,TOTAL FOR ALL COUNTRIES,417911,248128,22024,0,0,0,0,06,DET,HS6,030229,2019
-,TOTAL FOR ALL COUNTRIES,507268,266559,21030,46200,21700,46200,21700,07,DET,HS6,030229,2019
-,TOTAL FOR ALL COUNTRIES,399601,263150,22901,0,0,0,0,08,DET,HS6,030229,2019
-,TOTAL FOR ALL COUNTRIES,300807,231401,21815,0,0,0,0,09,DET,HS6,030229,2019
-,TOTAL FOR ALL COUNTRIES,299382,219493,17803,0,0,0,0,10,DET,HS6,030229,2019
-,TOTAL FOR ALL COUNTRIES,266671,187756,14123,0,0,0,0,11,DET,HS6,030229,2019
-,TOTAL FOR ALL COUNTRIES,392735,243061,19307,0,0,0,0,12,DET,HS6,030229,2019
-,TOTAL FOR ALL COUNTRIES,294668,289863,63765,0,0,0,0,01,DET,HS6,030231,2019
-,TOTAL FOR ALL COUNTRIES,210632,210632,44987,0,0,0,0,02,DET,HS6,030231,2019
-,TOTAL FOR ALL COUNTRIES,325692,323044,62799,0,0,0,0,03,DET,HS6,030231,2019
-,TOTAL FOR ALL COUNTRIES,284112,284112,55177,0,0,0,0,04,DET,HS6,030231,2019
-,TOTAL FOR ALL COUNTRIES,307269,307269,61704,0,0,0,0,05,DET,HS6,030231,2019
-,TOTAL FOR ALL COUNTRIES,341396,295528,59374,0,0,0,0,06,DET,HS6,030231,2019
-,TOTAL FOR ALL COUNTRIES,332973,308298,64594,0,0,0,0,07,DET,HS6,030231,2019
-,TOTAL FOR ALL COUNTRIES,436587,415654,74123,0,0,0,0,08,DET,HS6,030231,2019
-,TOTAL FOR ALL COUNTRIES,240190,240190,47624,0,0,0,0,09,DET,HS6,030231,2019
-,TOTAL FOR ALL COUNTRIES,266324,255736,52192,0,0,0,0,10,DET,HS6,030231,2019
-,TOTAL FOR ALL COUNTRIES,216268,202678,43839,0,0,0,0,11,DET,HS6,030231,2019
-,TOTAL FOR ALL COUNTRIES,174593,174593,37386,0,0,0,0,12,DET,HS6,030231,2019
-,TOTAL FOR ALL COUNTRIES,13905386,13425071,1381420,55162,5924,55162,5924,01,DET,HS6,030232,2019
-,TOTAL FOR ALL COUNTRIES,12365562,11821498,1332273,0,0,0,0,02,DET,HS6,030232,2019
-,TOTAL FOR ALL COUNTRIES,15228202,14664360,1640308,0,0,0,0,03,DET,HS6,030232,2019
-,TOTAL FOR ALL COUNTRIES,14435401,14000078,1616361,0,0,0,0,04,DET,HS6,030232,2019
-,TOTAL FOR ALL COUNTRIES,15274306,14517520,1723228,0,0,0,0,05,DET,HS6,030232,2019
-,TOTAL FOR ALL COUNTRIES,13414006,12402302,1579922,0,0,0,0,06,DET,HS6,030232,2019
-,TOTAL FOR ALL COUNTRIES,13624331,11985795,1453010,0,0,0,0,07,DET,HS6,030232,2019
-,TOTAL FOR ALL COUNTRIES,13844337,12933793,1481841,0,0,0,0,08,DET,HS6,030232,2019
-,TOTAL FOR ALL COUNTRIES,14295919,13645439,1468262,0,0,0,0,09,DET,HS6,030232,2019
-,TOTAL FOR ALL COUNTRIES,11818678,11411714,1358953,0,0,0,0,10,DET,HS6,030232,2019
-,TOTAL FOR ALL COUNTRIES,9816142,9564937,1158828,0,0,0,0,11,DET,HS6,030232,2019
-,TOTAL FOR ALL COUNTRIES,13428473,12842411,1492927,0,0,0,0,12,DET,HS6,030232,2019
-,TOTAL FOR ALL COUNTRIES,2048662,2043378,246288,0,0,0,0,01,DET,HS6,030234,2019
-,TOTAL FOR ALL COUNTRIES,2457747,2454021,298627,0,0,0,0,02,DET,HS6,030234,2019
-,TOTAL FOR ALL COUNTRIES,2808445,2802934,355289,0,0,0,0,03,DET,HS6,030234,2019
-,TOTAL FOR ALL COUNTRIES,2568258,2568258,331992,0,0,0,0,04,DET,HS6,030234,2019
-,TOTAL FOR ALL COUNTRIES,2731810,2731810,324934,0,0,0,0,05,DET,HS6,030234,2019
-,TOTAL FOR ALL COUNTRIES,3277110,2718729,320653,0,0,0,0,06,DET,HS6,030234,2019
-,TOTAL FOR ALL COUNTRIES,3285900,2520255,295009,0,0,0,0,07,DET,HS6,030234,2019
-,TOTAL FOR ALL COUNTRIES,2579968,2313170,254995,0,0,0,0,08,DET,HS6,030234,2019
-,TOTAL FOR ALL COUNTRIES,2675533,2612279,285643,0,0,0,0,09,DET,HS6,030234,2019
-,TOTAL FOR ALL COUNTRIES,2566946,2532172,296772,0,0,0,0,10,DET,HS6,030234,2019
-,TOTAL FOR ALL COUNTRIES,2475488,2475488,322478,0,0,0,0,11,DET,HS6,030234,2019
-,TOTAL FOR ALL COUNTRIES,2424766,2424766,299138,0,0,0,0,12,DET,HS6,030234,2019
-,TOTAL FOR ALL COUNTRIES,4295857,2149082,110934,0,0,0,0,01,DET,HS6,030235,2019
-,TOTAL FOR ALL COUNTRIES,3953945,1888079,92093,0,0,0,0,02,DET,HS6,030235,2019
-,TOTAL FOR ALL COUNTRIES,4258920,2060455,101178,0,0,0,0,03,DET,HS6,030235,2019
-,TOTAL FOR ALL COUNTRIES,5114238,2091746,100692,0,0,0,0,04,DET,HS6,030235,2019
-,TOTAL FOR ALL COUNTRIES,4469387,2098914,104474,0,0,0,0,05,DET,HS6,030235,2019
-,TOTAL FOR ALL COUNTRIES,4899271,2158077,108322,0,0,0,0,06,DET,HS6,030235,2019
-,TOTAL FOR ALL COUNTRIES,4410703,2066286,106301,0,0,0,0,07,DET,HS6,030235,2019
-,TOTAL FOR ALL COUNTRIES,4443303,2051441,110069,0,0,0,0,08,DET,HS6,030235,2019
-,TOTAL FOR ALL COUNTRIES,4492816,2175390,116928,0,0,0,0,09,DET,HS6,030235,2019
-,TOTAL FOR ALL COUNTRIES,4474823,2505005,136955,0,0,0,0,10,DET,HS6,030235,2019
-,TOTAL FOR ALL COUNTRIES,4108836,2587368,136988,0,0,0,0,11,DET,HS6,030235,2019
-,TOTAL FOR ALL COUNTRIES,5022776,3385667,181584,0,0,0,0,12,DET,HS6,030235,2019
-,TOTAL FOR ALL COUNTRIES,38669,38669,3148,0,0,0,0,05,DET,HS6,030236,2019
-,TOTAL FOR ALL COUNTRIES,213435,213435,16031,0,0,0,0,06,DET,HS6,030236,2019
-,TOTAL FOR ALL COUNTRIES,423990,423990,33620,0,0,0,0,07,DET,HS6,030236,2019
-,TOTAL FOR ALL COUNTRIES,212472,212472,17762,0,0,0,0,08,DET,HS6,030236,2019
-,TOTAL FOR ALL COUNTRIES,45375,45375,4314,0,0,0,0,09,DET,HS6,030236,2019
-,TOTAL FOR ALL COUNTRIES,11275,11275,1565,0,0,0,0,10,DET,HS6,030236,2019
-,TOTAL FOR ALL COUNTRIES,0,0,0,0,0,0,0,11,DET,HS6,030236,2019
-,TOTAL FOR ALL COUNTRIES,2355,2355,238,0,0,0,0,12,DET,HS6,030236,2019
-,TOTAL FOR ALL COUNTRIES,107072,107072,12378,0,0,0,0,01,DET,HS6,030239,2019
-,TOTAL FOR ALL COUNTRIES,79936,79936,8237,0,0,0,0,02,DET,HS6,030239,2019
-,TOTAL FOR ALL COUNTRIES,90802,90802,14213,0,0,0,0,03,DET,HS6,030239,2019
-,TOTAL FOR ALL COUNTRIES,75200,75200,7077,0,0,0,0,04,DET,HS6,030239,2019
-,TOTAL FOR ALL COUNTRIES,34100,30658,3688,0,0,0,0,05,DET,HS6,030239,2019
