CTY_CODE,CTY_NAME,GEN_VAL_MO,AIR_VAL_MO,AIR_WGT_MO,VES_VAL_MO,VES_WGT_MO,CNT_VAL_MO,CNT_WGT_MO,MONTH,SUMMARY_LVL,COMM_LVL,I_COMMODITY,YEAR
2360,BAHAMAS,497225,0,0,497225,27939,448000,25444,04,DET,HS6,030792,2019
2360,BAHAMAS,403375,0,0,403375,23092,403375,23092,05,DET,HS6,030792,2019
2360,BAHAMAS,191000,0,0,191000,11800,191000,11800,06,DET,HS6,030792,2019
2360,BAHAMAS,151200,0,0,151200,11512,151200,11512,07,DET,HS6,030792,2019
2360,BAHAMAS,160000,0,0,160000,12002,160000,12002,08,DET,HS6,030792,2019
2360,BAHAMAS,0,0,0,0,0,0,0,09,DET,HS6,030792,2019
2360,BAHAMAS,0,0,0,0,0,0,0,10,DET,HS6,030792,2019
2360,BAHAMAS,0,0,0,0,0,0,0,11,DET,HS6,030792,2019
2360,BAHAMAS,80000,0,0,80000,4536,80000,4536,12,DET,HS6,030792,2019
2360,BAHAMAS,110482,0,0,110482,7620,110482,7620,06,DET,HS6,030799,2019
2360,BAHAMAS,0,0,0,0,0,0,0,07,DET,HS6,030799,2019
2360,BAHAMAS,0,0,0,0,0,0,0,08,DET,HS6,030799,2019
2360,BAHAMAS,0,0,0,0,0,0,0,09,DET,HS6,030799,2019
2360,BAHAMAS,0,0,0,0,0,0,0,10,DET,HS6,030799,2019
2360,BAHAMAS,0,0,0,0,0,0,0,11,DET,HS6,030799,2019
2360,BAHAMAS,0,0,0,0,0,0,0,12,DET,HS6,030799,2019
2410,JAMAICA,3222,3222,480,0,0,0,0,02,DET,HS6,030111,2019
2410,JAMAICA,2647,2647,420,0,0,0,0,03,DET,HS6,030111,2019
2410,JAMAICA,0,0,0,0,0,0,0,04,DET,HS6,030111,2019
2410,JAMAICA,2254,2254,420,0,0,0,0,05,DET,HS6,030111,2019
2410,JAMAICA,2325,2325,284,0,0,0,0,06,DET,HS6,030111,2019
2410,JAMAICA,2296,2296,380,0,0,0,0,07,DET,HS6,030111,2019
2410,JAMAICA,0,0,0,0,0,0,0,08,DET,HS6,030111,2019
2410,JAMAICA,3015,3015,520,0,0,0,0,09,DET,HS6,030111,2019
2410,JAMAICA,5740,5740,760,0,0,0,0,10,DET,HS6,030111,2019
2410,JAMAICA,2700,2700,340,0,0,0,0,11,DET,HS6,030111,2019
2410,JAMAICA,3261,3261,901,0,0,0,0,12,DET,HS6,030111,2019
2410,JAMAICA,9436,9436,546,0,0,0,0,10,DET,HS6,030289,2019
2410,JAMAICA,0,0,0,0,0,0,0,11,DET,HS6,030289,2019
2410,JAMAICA,0,0,0,0,0,0,0,12,DET,HS6,030289,2019
2410,JAMAICA,705312,0,0,705312,18998,705312,18998,01,DET,HS6,030611,2019
2410,JAMAICA,0,0,0,0,0,0,0,02,DET,HS6,030611,2019
2410,JAMAICA,0,0,0,0,0,0,0,03,DET,HS6,030611,2019
2410,JAMAICA,837213,0,0,837213,19864,837213,19864,04,DET,HS6,030611,2019
2410,JAMAICA,0,0,0,0,0,0,0,05,DET,HS6,030611,2019
2410,JAMAICA,0,0,0,0,0,0,0,06,DET,HS6,030611,2019
2410,JAMAICA,0,0,0,0,0,0,0,07,DET,HS6,030611,2019
2410,JAMAICA,143740,0,0,143740,4136,143740,4136,08,DET,HS6,030611,2019
2410,JAMAICA,83380,0,0,83380,2308,83380,2308,09,DET,HS6,030611,2019
2410,JAMAICA,286532,65407,2210,221125,5625,221125,5625,10,DET,HS6,030611,2019
2410,JAMAICA,547122,28727,960,518395,11666,518395,11666,11,DET,HS6,030611,2019
2410,JAMAICA,635865,0,0,635865,16567,635865,16567,12,DET,HS6,030611,2019
2410,JAMAICA,15248,15248,430,0,0,0,0,01,DET,HS6,030819,2019
2410,JAMAICA,20894,20894,547,0,0,0,0,02,DET,HS6,030819,2019
2410,JAMAICA,17960,17960,577,0,0,0,0,03,DET,HS6,030819,2019
2410,JAMAICA,26115,26115,758,0,0,0,0,04,DET,HS6,030819,2019
2410,JAMAICA,0,0,0,0,0,0,0,05,DET,HS6,030819,2019
2410,JAMAICA,0,0,0,0,0,0,0,06,DET,HS6,030819,2019
2410,JAMAICA,0,0,0,0,0,0,0,07,DET,HS6,030819,2019
2410,JAMAICA,9000,9000,315,0,0,0,0,08,DET,HS6,030819,2019
2410,JAMAICA,26710,26710,646,0,0,0,0,09,DET,HS6,030819,2019
2410,JAMAICA,32541,32541,825,0,0,0,0,10,DET,HS6,030819,2019
2410,JAMAICA,43966,43966,1091,0,0,0,0,11,DET,HS6,030819,2019
2410,JAMAICA,64400,64400,1600,0,0,0,0,12,DET,HS6,030819,2019
2410,JAMAICA,6000,0,0,6000,1578,6000,1578,03,DET,HS6,160420,2019
2410,JAMAICA,0,0,0,0,0,0,0,04,DET,HS6,160420,2019
2410,JAMAICA,0,0,0,0,0,0,0,05,DET,HS6,160420,2019
2410,JAMAICA,0,0,0,0,0,0,0,06,DET,HS6,160420,2019
2410,JAMAICA,0,0,0,0,0,0,0,07,DET,HS6,160420,2019
2410,JAMAICA,0,0,0,0,0,0,0,08,DET,HS6,160420,2019
2410,JAMAICA,8000,0,0,8000,2165,8000,2165,09,DET,HS6,160420,2019
2410,JAMAICA,0,0,0,0,0,0,0,10,DET,HS6,160420,2019
2410,JAMAICA,0,0,0,0,0,0,0,11,DET,HS6,160420,2019
2410,JAMAICA,0,0,0,0,0,0,0,12,DET,HS6,160420,2019
2430,TURKS AND CAICOS ISLANDS,7800,7800,236,0,0,0,0,01,DET,HS6,030611,2019
2430,TURKS AND CAICOS ISLANDS,0,0,0,0,0,0,0,02,DET,HS6,030611,2019
2430,TURKS AND CAICOS ISLANDS,64240,0,0,64240,1882,64240,1882,03,DET,HS6,030611,2019
2430,TURKS AND CAICOS ISLANDS,0,0,0,0,0,0,0,04,DET,HS6,030611,2019
2430,TURKS AND CAICOS ISLANDS,0,0,0,0,0,0,0,05,DET,HS6,030611,2019
2430,TURKS AND CAICOS ISLANDS,0,0,0,0,0,0,0,06,DET,HS6,030611,2019
2430,TURKS AND CAICOS ISLANDS,0,0,0,0,0,0,0,07,DET,HS6,030611,2019
2430,TURKS AND CAICOS ISLANDS,0,0,0,0,0,0,0,08,DET,HS6,030611,2019
2430,TURKS AND CAICOS ISLANDS,190560,0,0,190560,5969,0,0,09,DET,HS6,030611,2019
2430,TURKS AND CAICOS ISLANDS,344320,0,0,344320,9344,183200,4681,10,DET,HS6,030611,2019
2430,TURKS AND CAICOS ISLANDS,0,0,0,0,0,0,0,11,DET,HS6,030611,2019
2430,TURKS AND CAICOS ISLANDS,0,0,0,0,0,0,0,12,DET,HS6,030611,2019
2430,TURKS AND CAICOS ISLANDS,159520,0,0,159520,6151,159520,6151,10,DET,HS6,030612,2019
2430,TURKS AND CAICOS ISLANDS,0,0,0,0,0,0,0,11,DET,HS6,030612,2019
2430,TURKS AND CAICOS ISLANDS,134960,0,0,134960,5298,134960,5298,12,DET,HS6,030612,2019
2430,TURKS AND CAICOS ISLANDS,59150,0,0,59150,7349,59150,7349,05,DET,HS6,030784,2019
2430,TURKS AND CAICOS ISLANDS,0,0,0,0,0,0,0,06,DET,HS6,030784,2019
2430,TURKS AND CAICOS ISLANDS,0,0,0,0,0,0,0,07,DET,HS6,030784,2019
2430,TURKS AND CAICOS ISLANDS,0,0,0,0,0,0,0,08,DET,HS6,030784,2019
2430,TURKS AND CAICOS ISLANDS,92400,0,0,92400,10501,92400,10501,09,DET,HS6,030784,2019
2430,TURKS AND CAICOS ISLANDS,0,0,0,0,0,0,0,10,DET,HS6,030784,2019
2430,TURKS AND CAICOS ISLANDS,0,0,0,0,0,0,0,11,DET,HS6,030784,2019
2430,TURKS AND CAICOS ISLANDS,36800,0,0,36800,3538,36800,3538,12,DET,HS6,030784,2019
2430,TURKS AND CAICOS ISLANDS,66950,0,0,66950,4518,66950,4518,03,DET,HS6,030792,2019
2430,TURKS AND CAICOS ISLANDS,93025,0,0,93025,8323,93025,8323,04,DET,HS6,030792,2019
2430,TURKS AND CAICOS ISLANDS,0,0,0,0,0,0,0,05,DET,HS6,030792,2019
2430,TURKS AND CAICOS ISLANDS,120000,0,0,120000,6804,120000,6804,06,DET,HS6,030792,2019
2430,TURKS AND CAICOS ISLANDS,0,0,0,0,0,0,0,07,DET,HS6,030792,2019
2430,TURKS AND CAICOS ISLANDS,0,0,0,0,0,0,0,08,DET,HS6,030792,2019
2430,TURKS AND CAICOS ISLANDS,164650,0,0,164650,14152,164650,14152,09,DET,HS6,030792,2019
2430,TURKS AND CAICOS ISLANDS,0,0,0,0,0,0,0,10,DET,HS6,030792,2019
2430,TURKS AND CAICOS ISLANDS,0,0,0,0,0,0,0,11,DET,HS6,030792,2019
2430,TURKS AND CAICOS ISLANDS,0,0,0,0,0,0,0,12,DET,HS6,030792,2019
2450,HAITI,11233,11233,1041,0,0,0,0,11,DET,HS6,030111,2019
2450,HAITI,0,0,0,0,0,0,0,12,DET,HS6,030111,2019
2450,HAITI,37388,37388,3751,0,0,0,0,01,DET,HS6,030119,2019
2450,HAITI,47872,47872,6577,0,0,0,0,02,DET,HS6,030119,2019
2450,HAITI,56176,56176,5793,0,0,0,0,03,DET,HS6,030119,2019
2450,HAITI,43231,43231,4825,0,0,0,0,04,DET,HS6,030119,2019
2450,HAITI,68167,68167,7720,0,0,0,0,05,DET,HS6,030119,2019
2450,HAITI,43949,43949,4834,0,0,0,0,06,DET,HS6,030119,2019
2450,HAITI,51908,51908,5531,0,0,0,0,07,DET,HS6,030119,2019
2450,HAITI,48688,48688,4755,0,0,0,0,08,DET,HS6,030119,2019
2450,HAITI,32878,32878,3372,0,0,0,0,09,DET,HS6,030119,2019
2450,HAITI,46869,46869,4065,0,0,0,0,10,DET,HS6,030119,2019
2450,HAITI,29491,29491,2596,0,0,0,0,11,DET,HS6,030119,2019
2450,HAITI,37038,37038,3218,0,0,0,0,12,DET,HS6,030119,2019
2450,HAITI,10846,10846,370,0,0,0,0,01,DET,HS6,030612,2019
2450,HAITI,103960,35090,1140,0,0,0,0,01,DET,HS6,030611,2019
2450,HAITI,20354,20354,651,0,0,0,0,02,DET,HS6,030611,2019
2450,HAITI,24390,24390,880,0,0,0,0,03,DET,HS6,030611,2019
2450,HAITI,14070,14070,486,0,0,0,0,04,DET,HS6,030611,2019
2450,HAITI,5280,5280,231,0,0,0,0,05,DET,HS6,030611,2019
2450,HAITI,0,0,0,0,0,0,0,06,DET,HS6,030611,2019
2450,HAITI,0,0,0,0,0,0,0,07,DET,HS6,030611,2019
2450,HAITI,0,0,0,0,0,0,0,08,DET,HS6,030611,2019
2450,HAITI,0,0,0,0,0,0,0,09,DET,HS6,030611,2019
2450,HAITI,0,0,0,0,0,0,0,10,DET,HS6,030611,2019
2450,HAITI,0,0,0,0,0,0,0,11,DET,HS6,030611,2019
2450,HAITI,13200,13200,419,0,0,0,0,12,DET,HS6,030611,2019
2450,HAITI,25520,25520,846,0,0,0,0,02,DET,HS6,030612,2019
2450,HAITI,8294,8294,272,0,0,0,0,03,DET,HS6,030612,2019
2450,HAITI,19663,19663,681,0,0,0,0,04,DET,HS6,030612,2019
2450,HAITI,31900,31900,1308,0,0,0,0,05,DET,HS6,030612,2019
2450,HAITI,62284,14674,472,47610,1432,47610,1432,06,DET,HS6,030612,2019
2450,HAITI,36193,15950,517,20243,614,20243,614,07,DET,HS6,030612,2019
2450,HAITI,33480,33480,1127,0,0,0,0,08,DET,HS6,030612,2019
2450,HAITI,0,0,0,0,0,0,0,09,DET,HS6,030612,2019
2450,HAITI,0,0,0,0,0,0,0,10,DET,HS6,030612,2019
2450,HAITI,0,0,0,0,0,0,0,11,DET,HS6,030612,2019
2450,HAITI,10560,10560,402,0,0,0,0,12,DET,HS6,030612,2019
2450,HAITI,31060,31060,1643,0,0,0,0,01,DET,HS6,030632,2019
2450,HAITI,41690,41690,2355,0,0,0,0,02,DET,HS6,030632,2019
2450,HAITI,43300,43300,2332,0,0,0,0,03,DET,HS6,030632,2019
2450,HAITI,40400,40400,2183,0,0,0,0,04,DET,HS6,030632,2019
2450,HAITI,29000,29000,1603,0,0,0,0,05,DET,HS6,030632,2019
2450,HAITI,12500,12500,681,0,0,0,0,06,DET,HS6,030632,2019
2450,HAITI,9600,9600,536,0,0,0,0,07,DET,HS6,030632,2019
2450,HAITI,8400,8400,1001,0,0,0,0,08,DET,HS6,030632,2019
2450,HAITI,0,0,0,0,0,0,0,09,DET,HS6,030632,2019
2450,HAITI,0,0,0,0,0,0,0,10,DET,HS6,030632,2019
2450,HAITI,0,0,0,0,0,0,0,11,DET,HS6,030632,2019
2450,HAITI,0,0,0,0,0,0,0,12,DET,HS6,030632,2019
2450,HAITI,42934,42934,1242,0,0,0,0,01,DET,HS6,030819,2019
2450,HAITI,0,0,0,0,0,0,0,02,DET,HS6,030819,2019
2450,HAITI,54241,54241,1425,0,0,0,0,03,DET,HS6,030819,2019
2450,HAITI,0,0,0,0,0,0,0,04,DET,HS6,030819,2019
2450,HAITI,55047,55047,1494,0,0,0,0,05,DET,HS6,030819,2019
2450,HAITI,87779,87779,2199,0,0,0,0,06,DET,HS6,030819,2019
2450,HAITI,61646,61646,1524,0,0,0,0,07,DET,HS6,030819,2019
2450,HAITI,0,0,0,0,0,0,0,08,DET,HS6,030819,2019
2450,HAITI,50566,50566,1398,0,0,0,0,09,DET,HS6,030819,2019
2450,HAITI,0,0,0,0,0,0,0,10,DET,HS6,030819,2019
2450,HAITI,64704,64704,1624,0,0,0,0,11,DET,HS6,030819,2019
2450,HAITI,0,0,0,0,0,0,0,12,DET,HS6,030819,2019
2470,DOMINICAN REPUBLIC,42260,42260,2986,0,0,0,0,01,DET,HS6,030111,2019
2470,DOMINICAN REPUBLIC,36534,36534,2989,0,0,0,0,02,DET,HS6,030111,2019
2470,DOMINICAN REPUBLIC,30742,30742,2925,0,0,0,0,03,DET,HS6,030111,2019
2470,DOMINICAN REPUBLIC,59233,59233,4238,0,0,0,0,04,DET,HS6,030111,2019
2470,DOMINICAN REPUBLIC,34389,34389,1926,0,0,0,0,05,DET,HS6,030111,2019
2470,DOMINICAN REPUBLIC,61344,61344,3973,0,0,0,0,06,DET,HS6,030111,2019
2470,DOMINICAN REPUBLIC,15710,15710,1380,0,0,0,0,07,DET,HS6,030111,2019
2470,DOMINICAN REPUBLIC,37093,37093,3240,0,0,0,0,08,DET,HS6,030111,2019
2470,DOMINICAN REPUBLIC,25767,25767,1966,0,0,0,0,09,DET,HS6,030111,2019
2470,DOMINICAN REPUBLIC,39876,39876,3023,0,0,0,0,10,DET,HS6,030111,2019
2470,DOMINICAN REPUBLIC,34475,34475,3288,0,0,0,0,11,DET,HS6,030111,2019
2470,DOMINICAN REPUBLIC,34406,34406,3366,0,0,0,0,12,DET,HS6,030111,2019
2470,DOMINICAN REPUBLIC,16728,16728,1288,0,0,0,0,01,DET,HS6,030119,2019
2470,DOMINICAN REPUBLIC,23331,23331,1754,0,0,0,0,02,DET,HS6,030119,2019
2470,DOMINICAN REPUBLIC,19223,19223,1298,0,0,0,0,03,DET,HS6,030119,2019
2470,DOMINICAN REPUBLIC,17145,17145,1267,0,0,0,0,04,DET,HS6,030119,2019
2470,DOMINICAN REPUBLIC,23184,23184,1472,0,0,0,0,05,DET,HS6,030119,2019
2470,DOMINICAN REPUBLIC,18018,18018,1009,0,0,0,0,06,DET,HS6,030119,2019
2470,DOMINICAN REPUBLIC,4653,4653,287,0,0,0,0,07,DET,HS6,030119,2019
2470,DOMINICAN REPUBLIC,16616,16616,1189,0,0,0,0,08,DET,HS6,030119,2019
2470,DOMINICAN REPUBLIC,8642,8642,518,0,0,0,0,09,DET,HS6,030119,2019
2470,DOMINICAN REPUBLIC,11657,11657,1141,0,0,0,0,10,DET,HS6,030119,2019
2470,DOMINICAN REPUBLIC,2463,2463,230,0,0,0,0,11,DET,HS6,030119,2019
2470,DOMINICAN REPUBLIC,12888,12888,1036,0,0,0,0,12,DET,HS6,030119,2019
2470,DOMINICAN REPUBLIC,8692,8692,4352,0,0,0,0,09,DET,HS6,030232,2019
2470,DOMINICAN REPUBLIC,2865,2865,1002,0,0,0,0,10,DET,HS6,030232,2019
2470,DOMINICAN REPUBLIC,0,0,0,0,0,0,0,11,DET,HS6,030232,2019
2470,DOMINICAN REPUBLIC,0,0,0,0,0,0,0,12,DET,HS6,030232,2019
2470,DOMINICAN REPUBLIC,14278,14278,2356,0,0,0,0,02,DET,HS6,030285,2019
2470,DOMINICAN REPUBLIC,12186,12186,3013,0,0,0,0,03,DET,HS6,030285,2019
2470,DOMINICAN REPUBLIC,3128,3128,653,0,0,0,0,04,DET,HS6,030285,2019
2470,DOMINICAN REPUBLIC,0,0,0,0,0,0,0,05,DET,HS6,030285,2019
2470,DOMINICAN REPUBLIC,0,0,0,0,0,0,0,06,DET,HS6,030285,2019
2470,DOMINICAN REPUBLIC,17790,17790,3425,0,0,0,0,07,DET,HS6,030285,2019
2470,DOMINICAN REPUBLIC,19605,19605,4204,0,0,0,0,08,DET,HS6,030285,2019
2470,DOMINICAN REPUBLIC,4660,4660,758,0,0,0,0,09,DET,HS6,030285,2019
2470,DOMINICAN REPUBLIC,0,0,0,0,0,0,0,10,DET,HS6,030285,2019
2470,DOMINICAN REPUBLIC,0,0,0,0,0,0,0,11,DET,HS6,030285,2019
2470,DOMINICAN REPUBLIC,0,0,0,0,0,0,0,12,DET,HS6,030285,2019
2470,DOMINICAN REPUBLIC,25471,25471,4129,0,0,0,0,04,DET,HS6,030284,2019
2470,DOMINICAN REPUBLIC,0,0,0,0,0,0,0,05,DET,HS6,030284,2019
2470,DOMINICAN REPUBLIC,0,0,0,0,0,0,0,06,DET,HS6,030284,2019
2470,DOMINICAN REPUBLIC,0,0,0,0,0,0,0,07,DET,HS6,030284,2019
2470,DOMINICAN REPUBLIC,7276,7276,1676,0,0,0,0,08,DET,HS6,030284,2019
2470,DOMINICAN REPUBLIC,36124,36124,6912,0,0,0,0,09,DET,HS6,030284,2019
2470,DOMINICAN REPUBLIC,30134,30134,5586,0,0,0,0,10,DET,HS6,030284,2019
2470,DOMINICAN REPUBLIC,26192,26192,4542,0,0,0,0,11,DET,HS6,030284,2019
2470,DOMINICAN REPUBLIC,9744,9744,1697,0,0,0,0,12,DET,HS6,030284,2019
2470,DOMINICAN REPUBLIC,14175,14175,1747,0,0,0,0,02,DET,HS6,030289,2019
2470,DOMINICAN REPUBLIC,56700,56700,7883,0,0,0,0,03,DET,HS6,030289,2019
2470,DOMINICAN REPUBLIC,0,0,0,0,0,0,0,04,DET,HS6,030289,2019
2470,DOMINICAN REPUBLIC,24756,24756,4034,0,0,0,0,05,DET,HS6,030289,2019
2470,DOMINICAN REPUBLIC,9450,9450,1276,0,0,0,0,06,DET,HS6,030289,2019
2470,DOMINICAN REPUBLIC,0,0,0,0,0,0,0,07,DET,HS6,030289,2019
2470,DOMINICAN REPUBLIC,47250,47250,4450,0,0,0,0,08,DET,HS6,030289,2019
2470,DOMINICAN REPUBLIC,9450,9450,889,0,0,0,0,09,DET,HS6,030289,2019
2470,DOMINICAN REPUBLIC,0,0,0,0,0,0,0,10,DET,HS6,030289,2019
2470,DOMINICAN REPUBLIC,0,0,0,0,0,0,0,11,DET,HS6,030289,2019
2470,DOMINICAN REPUBLIC,4725,4725,445,0,0,0,0,12,DET,HS6,030289,2019
2470,DOMINICAN REPUBLIC,23772,23772,1093,0,0,0,0,02,DET,HS6,030611,2019
2470,DOMINICAN REPUBLIC,0,0,0,0,0,0,0,03,DET,HS6,030611,2019
2470,DOMINICAN REPUBLIC,0,0,0,0,0,0,0,04,DET,HS6,030611,2019
2470,DOMINICAN REPUBLIC,309150,0,0,309150,9344,309150,9344,05,DET,HS6,030611,2019
2470,DOMINICAN REPUBLIC,279900,0,0,279900,8742,279900,8742,06,DET,HS6,030611,2019
2470,DOMINICAN REPUBLIC,138657,89362,4728,49295,9389,49295,9389,07,DET,HS6,030611,2019
2470,DOMINICAN REPUBLIC,300000,0,0,300000,9067,300000,9067,08,DET,HS6,030611,2019
2470,DOMINICAN REPUBLIC,354000,0,0,354000,10705,354000,10705,09,DET,HS6,030611,2019
2470,DOMINICAN REPUBLIC,232704,0,0,232704,6804,232704,6804,10,DET,HS6,030611,2019
2470,DOMINICAN REPUBLIC,197200,0,0,197200,6427,197200,6427,11,DET,HS6,030611,2019
2470,DOMINICAN REPUBLIC,438808,0,0,438808,20424,438808,20424,12,DET,HS6,030611,2019
2470,DOMINICAN REPUBLIC,8250,8250,264,0,0,0,0,12,DET,HS6,030612,2019
2470,DOMINICAN REPUBLIC,3235,0,0,3235,454,3235,454,08,DET,HS6,030614,2019
2470,DOMINICAN REPUBLIC,0,0,0,0,0,0,0,09,DET,HS6,030614,2019
2470,DOMINICAN REPUBLIC,0,0,0,0,0,0,0,10,DET,HS6,030614,2019
2470,DOMINICAN REPUBLIC,0,0,0,0,0,0,0,11,DET,HS6,030614,2019
2470,DOMINICAN REPUBLIC,3026,0,0,3026,454,3026,454,12,DET,HS6,030614,2019
2470,DOMINICAN REPUBLIC,2981,2981,160,0,0,0,0,01,DET,HS6,030632,2019
2470,DOMINICAN REPUBLIC,0,0,0,0,0,0,0,02,DET,HS6,030632,2019
2470,DOMINICAN REPUBLIC,0,0,0,0,0,0,0,03,DET,HS6,030632,2019
2470,DOMINICAN REPUBLIC,0,0,0,0,0,0,0,04,DET,HS6,030632,2019
2470,DOMINICAN REPUBLIC,0,0,0,0,0,0,0,05,DET,HS6,030632,2019
2470,DOMINICAN REPUBLIC,0,0,0,0,0,0,0,06,DET,HS6,030632,2019
2470,DOMINICAN REPUBLIC,0,0,0,0,0,0,0,07,DET,HS6,030632,2019
2470,DOMINICAN REPUBLIC,0,0,0,0,0,0,0,08,DET,HS6,030632,2019
2470,DOMINICAN REPUBLIC,0,0,0,0,0,0,0,09,DET,HS6,030632,2019
2470,DOMINICAN REPUBLIC,2800,2800,150,0,0,0,0,10,DET,HS6,030632,2019
2470,DOMINICAN REPUBLIC,0,0,0,0,0,0,0,11,DET,HS6,030632,2019
2470,DOMINICAN REPUBLIC,0,0,0,0,0,0,0,12,DET,HS6,030632,2019
2470,DOMINICAN REPUBLIC,20077,20077,100,0,0,0,0,05,DET,HS6,160431,2019
2470,DOMINICAN REPUBLIC,0,0,0,0,0,0,0,06,DET,HS6,160431,2019
2470,DOMINICAN REPUBLIC,0,0,0,0,0,0,0,07,DET,HS6,160431,2019
2470,DOMINICAN REPUBLIC,0,0,0,0,0,0,0,08,DET,HS6,160431,2019
2470,DOMINICAN REPUBLIC,0,0,0,0,0,0,0,09,DET,HS6,160431,2019
2470,DOMINICAN REPUBLIC,0,0,0,0,0,0,0,10,DET,HS6,160431,2019
2470,DOMINICAN REPUBLIC,0,0,0,0,0,0,0,11,DET,HS6,160431,2019
2470,DOMINICAN REPUBLIC,0,0,0,0,0,0,0,12,DET,HS6,160431,2019
2470,DOMINICAN REPUBLIC,16511,16511,220,0,0,0,0,10,DET,HS6,160530,2019
2470,DOMINICAN REPUBLIC,0,0,0,0,0,0,0,11,DET,HS6,160530,2019
2470,DOMINICAN REPUBLIC,2500,2500,265,0,0,0,0,12,DET,HS6,160530,2019
2470,DOMINICAN REPUBLIC,2250,2250,450,0,0,0,0,06,DET,HS6,160561,2019
2470,DOMINICAN REPUBLIC,2750,2750,562,0,0,0,0,07,DET,HS6,160561,2019
2470,DOMINICAN REPUBLIC,0,0,0,0,0,0,0,08,DET,HS6,160561,2019
2470,DOMINICAN REPUBLIC,0,0,0,0,0,0,0,09,DET,HS6,160561,2019
2470,DOMINICAN REPUBLIC,0,0,0,0,0,0,0,10,DET,HS6,160561,2019
2470,DOMINICAN REPUBLIC,0,0,0,0,0,0,0,11,DET,HS6,160561,2019
2470,DOMINICAN REPUBLIC,2750,2750,569,0,0,0,0,12,DET,HS6,160561,2019
2483,ST KITTS AND NEVIS,3040,0,0,3040,455,0,0,02,DET,HS6,030791,2019
2483,ST KITTS AND NEVIS,3040,0,0,3040,455,0,0,01,DET,HS6,030791,2019
2483,ST KITTS AND NEVIS,4550,0,0,4550,682,0,0,03,DET,HS6,030791,2019
2483,ST KITTS AND NEVIS,0,0,0,0,0,0,0,04,DET,HS6,030791,2019
2483,ST KITTS AND NEVIS,9100,0,0,9100,1364,0,0,05,DET,HS6,030791,2019
2483,ST KITTS AND NEVIS,0,0,0,0,0,0,0,06,DET,HS6,030791,2019
2483,ST KITTS AND NEVIS,0,0,0,0,0,0,0,07,DET,HS6,030791,2019
2483,ST KITTS AND NEVIS,9395,0,0,9395,682,0,0,08,DET,HS6,030791,2019
2483,ST KITTS AND NEVIS,9395,0,0,9395,682,0,0,09,DET,HS6,030791,2019
2483,ST KITTS AND NEVIS,12520,0,0,12520,909,0,0,10,DET,HS6,030791,2019
2483,ST KITTS AND NEVIS,9295,0,0,9295,682,0,0,11,DET,HS6,030791,2019
2483,ST KITTS AND NEVIS,0,0,0,0,0,0,0,12,DET,HS6,030791,2019
2484,ANTIGUA AND BARBUDA,6160,6160,399,0,0,0,0,10,DET,HS6,030611,2019
2484,ANTIGUA AND BARBUDA,0,0,0,0,0,0,0,11,DET,HS6,030611,2019
2484,ANTIGUA AND BARBUDA,4064,4064,254,0,0,0,0,12,DET,HS6,030611,2019
2484,ANTIGUA AND BARBUDA,4077,4077,324,0,0,0,0,07,DET,HS6,030612,2019
2484,ANTIGUA AND BARBUDA,0,0,0,0,0,0,0,08,DET,HS6,030612,2019
2484,ANTIGUA AND BARBUDA,0,0,0,0,0,0,0,09,DET,HS6,030612,2019
2484,ANTIGUA AND BARBUDA,0,0,0,0,0,0,0,10,DET,HS6,030612,2019
2484,ANTIGUA AND BARBUDA,0,0,0,0,0,0,0,11,DET,HS6,030612,2019
2484,ANTIGUA AND BARBUDA,0,0,0,0,0,0,0,12,DET,HS6,030612,2019
2484,ANTIGUA AND BARBUDA,10400,10400,400,0,0,0,0,03,DET,HS6,030632,2019
2484,ANTIGUA AND BARBUDA,0,0,0,0,0,0,0,04,DET,HS6,030632,2019
2484,ANTIGUA AND BARBUDA,0,0,0,0,0,0,0,05,DET,HS6,030632,2019
2484,ANTIGUA AND BARBUDA,0,0,0,0,0,0,0,06,DET,HS6,030632,2019
2484,ANTIGUA AND BARBUDA,0,0,0,0,0,0,0,07,DET,HS6,030632,2019
2484,ANTIGUA AND BARBUDA,0,0,0,0,0,0,0,08,DET,HS6,030632,2019
2484,ANTIGUA AND BARBUDA,0,0,0,0,0,0,0,09,DET,HS6,030632,2019
2484,ANTIGUA AND BARBUDA,0,0,0,0,0,0,0,10,DET,HS6,030632,2019
2484,ANTIGUA AND BARBUDA,0,0,0,0,0,0,0,11,DET,HS6,030632,2019
2484,ANTIGUA AND BARBUDA,0,0,0,0,0,0,0,12,DET,HS6,030632,2019
2488,ST VINCENT AND THE GRENADINES,24199,24199,1772,0,0,0,0,01,DET,HS6,030232,2019
2488,ST VINCENT AND THE GRENADINES,20839,20839,1525,0,0,0,0,02,DET,HS6,030232,2019
2488,ST VINCENT AND THE GRENADINES,178819,178819,13092,0,0,0,0,03,DET,HS6,030232,2019
2488,ST VINCENT AND THE GRENADINES,20076,20076,1470,0,0,0,0,04,DET,HS6,030232,2019
2488,ST VINCENT AND THE GRENADINES,0,0,0,0,0,0,0,05,DET,HS6,030232,2019
2488,ST VINCENT AND THE GRENADINES,0,0,0,0,0,0,0,06,DET,HS6,030232,2019
2488,ST VINCENT AND THE GRENADINES,0,0,0,0,0,0,0,07,DET,HS6,030232,2019
2488,ST VINCENT AND THE GRENADINES,0,0,0,0,0,0,0,08,DET,HS6,030232,2019
